student_id,enrolled_courses,video_watch_mins,avg_quiz_score,days_active,completion_status
STU_03477,"Data Visualization, Machine Learning, Blockchain",1221,86.0,43,1
STU_03478,"Cyber Security, Web Development, Blockchain",320,46.7,12,0
STU_03479,"Web Development, Data Visualization, Cyber Security, Deep Learning",832,89.5,74,1
STU_03480,"Blockchain, Artificial Intelligence, Cyber Security",1113,94.0,42,0
STU_03481,"Blockchain, Deep Learning, Python Programming, Machine Learning",190,55.1,17,0
STU_03482,"Artificial Intelligence, Deep Learning, Machine Learning",319,30.9,10,0
STU_03483,"Deep Learning, Data Visualization, Blockchain",467,58.0,11,0
STU_03484,"Python Programming, Web Development, Machine Learning",415,22.6,14,1
STU_03485,"Data Science, Deep Learning, Blockchain, Machine Learning",274,67.5,5,0
STU_03486,"Cyber Security, Data Visualization",64,55.0,6,0
STU_03487,"Web Development, Cloud Computing",33,72.2,14,0
STU_03488,"Data Science, Blockchain, Cloud Computing, Data Visualization, Artificial Intelligence",1283,79.7,46,1
STU_03489,"Artificial Intelligence, Blockchain, Machine Learning, Data Science, Web Development",150,73.8,10,0
STU_03490,"Deep Learning, Data Science, Web Development",1475,89.8,53,1
STU_03491,"Deep Learning, Data Visualization, Data Science, Cloud Computing, Machine Learning",1181,89.8,48,1
STU_03492,"Artificial Intelligence, Deep Learning, Blockchain, Machine Learning",1053,82.6,56,1
STU_03493,"Machine Learning, Blockchain, Data Visualization",305,44.1,7,0
STU_03494,"Cyber Security, Blockchain, Cloud Computing",1367,81.9,41,1
STU_03495,"Blockchain, Deep Learning, Python Programming",1247,77.4,77,1
STU_03496,Cloud Computing,1560,96.8,48,1
STU_03497,"Artificial Intelligence, Cloud Computing, Machine Learning",1276,74.8,41,1
STU_03498,"Web Development, Machine Learning, Blockchain, Artificial Intelligence",1223,90.5,55,1
STU_03499,"Artificial Intelligence, Blockchain, Deep Learning, Machine Learning",451,63.9,3,0
STU_03500,"Deep Learning, Artificial Intelligence, Machine Learning",477,57.4,10,0
STU_03501,"Machine Learning, Deep Learning, Blockchain",234,28.8,4,0
STU_03502,"Data Science, Deep Learning",164,77.4,3,0
STU_03503,"Blockchain, Machine Learning, Artificial Intelligence, Data Visualization",908,78.1,63,1
STU_03504,"Python Programming, Web Development, Cloud Computing, Data Visualization",480,90.0,12,1
STU_03505,Machine Learning,78,49.5,10,0
STU_03506,"Machine Learning, Python Programming, Deep Learning, Web Development",694,90.7,67,1
STU_03507,"Machine Learning, Blockchain, Cyber Security",1325,84.4,20,1
STU_03508,"Data Science, Cyber Security",358,62.3,21,0
STU_03509,Artificial Intelligence,1358,93.6,36,1
STU_03510,"Deep Learning, Data Visualization, Machine Learning",330,43.3,7,0
STU_03511,"Data Visualization, Web Development",505,38.7,9,0
STU_03512,Web Development,1296,86.3,50,1
STU_03513,"Cyber Security, Blockchain, Web Development, Data Science",10,44.5,11,0
STU_03514,"Cyber Security, Deep Learning, Blockchain, Web Development",283,40.4,12,0
STU_03515,"Web Development, Data Visualization, Deep Learning",219,79.5,9,0
STU_03516,"Web Development, Cloud Computing, Data Science",1171,69.9,59,1
STU_03517,"Web Development, Machine Learning",718,82.0,53,1
STU_03518,"Data Visualization, Deep Learning, Python Programming, Machine Learning",1090,81.5,11,1
STU_03519,"Python Programming, Data Science",1307,83.8,48,1
STU_03520,"Artificial Intelligence, Web Development, Machine Learning, Cyber Security, Data Visualization",998,84.8,51,1
STU_03521,"Machine Learning, Deep Learning",1266,83.3,48,0
STU_03522,"Python Programming, Deep Learning, Blockchain, Machine Learning",1432,93.3,63,1
STU_03523,"Data Visualization, Blockchain, Data Science, Deep Learning, Machine Learning",353,84.1,13,1
STU_03524,"Blockchain, Data Visualization",173,68.9,6,0
STU_03525,"Cyber Security, Data Science, Web Development",824,92.3,62,1
STU_03526,"Artificial Intelligence, Data Visualization",1382,74.5,30,1
STU_03527,"Cyber Security, Cloud Computing, Data Visualization, Machine Learning",1962,69.9,41,1
STU_03528,"Blockchain, Data Science",968,100.0,51,1
STU_03529,"Machine Learning, Blockchain, Artificial Intelligence",1280,81.9,55,1
STU_03530,"Blockchain, Machine Learning",1298,64.6,29,1
STU_03531,"Machine Learning, Data Science, Artificial Intelligence, Cloud Computing",355,57.8,12,0
STU_03532,Python Programming,1580,78.8,40,1
STU_03533,"Python Programming, Data Visualization, Web Development",926,94.9,40,1
STU_03534,Data Visualization,19,45.1,15,0
STU_03535,"Blockchain, Cyber Security, Deep Learning, Python Programming, Machine Learning",1373,95.8,47,1
STU_03536,"Machine Learning, Cyber Security",10,69.0,7,0
STU_03537,"Deep Learning, Cyber Security, Machine Learning",343,94.3,2,1
STU_03538,"Blockchain, Cloud Computing, Cyber Security",318,57.2,5,0
STU_03539,"Web Development, Python Programming, Deep Learning, Machine Learning",308,67.9,11,0
STU_03540,Cyber Security,138,42.1,10,0
STU_03541,"Artificial Intelligence, Machine Learning",323,59.6,13,0
STU_03542,Data Science,1292,87.6,64,1
STU_03543,"Cyber Security, Data Science, Machine Learning",1078,94.7,76,1
STU_03544,"Cyber Security, Artificial Intelligence",1498,69.9,51,1
STU_03545,Data Science,1616,77.7,43,1
STU_03546,"Deep Learning, Data Science, Blockchain, Machine Learning",1452,99.4,50,1
STU_03547,"Artificial Intelligence, Data Visualization, Data Science",1260,68.2,47,1
STU_03548,"Deep Learning, Machine Learning",1216,76.7,56,1
STU_03549,"Blockchain, Data Science",357,70.1,6,0
STU_03550,"Deep Learning, Artificial Intelligence, Blockchain, Machine Learning",1134,89.3,48,1
STU_03551,"Machine Learning, Cyber Security, Blockchain",1359,92.1,28,1
STU_03552,"Artificial Intelligence, Data Science, Data Visualization, Blockchain",587,38.2,18,0
STU_03553,"Deep Learning, Machine Learning",356,27.9,5,0
STU_03554,"Cyber Security, Machine Learning, Data Science",982,89.5,37,1
STU_03555,"Web Development, Cyber Security",131,58.5,5,0
STU_03556,"Cyber Security, Machine Learning, Data Science, Python Programming",42,44.1,13,0
STU_03557,"Web Development, Cyber Security, Blockchain",1225,91.0,59,1
STU_03558,"Deep Learning, Data Science, Artificial Intelligence, Machine Learning",394,80.6,16,0
STU_03559,"Machine Learning, Data Science, Deep Learning, Artificial Intelligence",1559,93.7,35,1
STU_03560,Python Programming,808,54.2,51,1
STU_03561,"Python Programming, Cloud Computing, Cyber Security, Blockchain, Deep Learning",1590,90.1,59,1
STU_03562,"Web Development, Cyber Security, Deep Learning",1053,74.2,60,1
STU_03563,"Deep Learning, Blockchain, Web Development, Machine Learning",1553,100.0,45,1
STU_03564,"Python Programming, Web Development, Artificial Intelligence, Blockchain, Data Science",1209,79.8,56,1
STU_03565,"Data Visualization, Machine Learning",1031,100.0,61,1
STU_03566,"Web Development, Deep Learning, Machine Learning, Artificial Intelligence",184,55.8,10,0
STU_03567,"Data Science, Artificial Intelligence",893,77.8,38,1
STU_03568,"Machine Learning, Python Programming, Data Science, Deep Learning, Cloud Computing",96,64.0,5,1
STU_03569,"Web Development, Deep Learning",124,52.9,5,0
STU_03570,"Cloud Computing, Blockchain, Artificial Intelligence",268,56.6,9,0
STU_03571,"Python Programming, Data Visualization, Cyber Security",211,79.3,5,0
STU_03572,"Cyber Security, Machine Learning, Blockchain",264,10.5,16,0
STU_03573,"Data Science, Web Development, Machine Learning",377,65.2,11,0
STU_03574,Cyber Security,897,75.8,67,1
STU_03575,Data Science,347,70.0,8,0
STU_03576,"Machine Learning, Web Development, Blockchain",288,57.5,13,0
STU_03577,"Data Science, Python Programming, Machine Learning, Cloud Computing, Deep Learning",330,38.8,10,0
STU_03578,Deep Learning,1628,100.0,65,1
STU_03579,"Artificial Intelligence, Web Development, Blockchain",415,66.1,4,0
STU_03580,"Data Visualization, Web Development",397,56.0,5,0
STU_03581,"Data Science, Cyber Security",1209,69.5,54,1
STU_03582,"Cloud Computing, Blockchain, Machine Learning, Cyber Security, Data Science",379,60.4,3,0
STU_03583,"Python Programming, Blockchain",1425,66.1,57,1
STU_03584,"Data Science, Deep Learning",1436,78.7,66,1
STU_03585,"Data Science, Web Development, Cloud Computing, Artificial Intelligence",216,42.0,1,0
STU_03586,"Web Development, Artificial Intelligence",1362,96.6,44,1
STU_03587,"Deep Learning, Data Visualization, Machine Learning",807,77.9,51,1
STU_03588,"Python Programming, Artificial Intelligence, Deep Learning, Machine Learning",432,82.1,39,1
STU_03589,"Python Programming, Machine Learning",112,30.8,6,0
STU_03590,"Data Science, Cloud Computing, Artificial Intelligence",1516,71.8,54,1
STU_03591,"Deep Learning, Blockchain, Web Development, Machine Learning",572,100.0,36,1
STU_03592,"Python Programming, Cloud Computing, Machine Learning, Deep Learning",1415,100.0,62,0
STU_03593,"Cyber Security, Python Programming, Data Visualization, Blockchain",358,73.2,7,0
STU_03594,"Artificial Intelligence, Blockchain, Cyber Security",533,61.9,7,0
STU_03595,Web Development,394,30.6,16,0
STU_03596,"Machine Learning, Data Visualization, Blockchain",1342,100.0,46,0
STU_03597,"Artificial Intelligence, Data Science",427,58.5,1,0
STU_03598,Machine Learning,86,49.7,10,0
STU_03599,"Data Science, Python Programming, Artificial Intelligence",1267,98.7,57,1
STU_03600,"Python Programming, Artificial Intelligence",195,65.4,17,0
STU_03601,"Deep Learning, Data Visualization",955,78.6,59,1
STU_03602,"Cyber Security, Deep Learning, Machine Learning",1397,100.0,34,1
STU_03603,"Deep Learning, Cyber Security, Machine Learning",1489,99.2,48,1
STU_03604,"Cloud Computing, Data Visualization, Data Science",1094,75.4,51,1
STU_03605,"Machine Learning, Data Science",743,77.6,55,1
STU_03606,"Data Visualization, Python Programming, Machine Learning",210,32.9,11,0
STU_03607,"Machine Learning, Blockchain, Web Development, Python Programming",382,46.4,6,0
STU_03608,"Data Visualization, Blockchain",207,67.0,7,0
STU_03609,"Cloud Computing, Machine Learning",1358,84.8,57,1
STU_03610,"Python Programming, Blockchain, Web Development",916,85.1,22,1
STU_03611,"Deep Learning, Cyber Security, Machine Learning",1377,98.1,67,1
STU_03612,"Machine Learning, Deep Learning",1160,90.6,50,1
STU_03613,"Artificial Intelligence, Blockchain, Python Programming, Web Development",1066,98.7,44,1
STU_03614,"Cyber Security, Artificial Intelligence, Deep Learning, Machine Learning",323,70.3,14,1
STU_03615,Deep Learning,1426,92.2,26,1
STU_03616,"Artificial Intelligence, Data Visualization",449,53.9,5,0
STU_03617,"Python Programming, Web Development",898,80.5,45,1
STU_03618,"Blockchain, Web Development",1448,100.0,54,1
STU_03619,"Data Visualization, Cloud Computing, Cyber Security, Python Programming",215,41.8,9,0
STU_03620,"Deep Learning, Machine Learning",1269,80.8,46,1
STU_03621,Artificial Intelligence,442,80.0,27,1
STU_03622,"Cyber Security, Cloud Computing, Data Visualization, Artificial Intelligence",1816,100.0,50,1
STU_03623,"Deep Learning, Machine Learning, Artificial Intelligence, Data Visualization",237,46.8,1,1
STU_03624,"Python Programming, Web Development",321,41.2,10,0
STU_03625,"Data Visualization, Web Development",399,55.6,6,1
STU_03626,"Web Development, Python Programming",1152,80.9,36,1
STU_03627,"Python Programming, Cyber Security, Blockchain",1181,77.5,25,1
STU_03628,Cloud Computing,579,44.7,15,0
STU_03629,"Cloud Computing, Artificial Intelligence",722,73.7,44,1
STU_03630,"Machine Learning, Cloud Computing, Python Programming, Data Science",282,42.7,12,1
STU_03631,"Machine Learning, Deep Learning, Data Science",348,64.5,7,0
STU_03632,"Blockchain, Python Programming, Cloud Computing",646,86.1,18,1
STU_03633,"Cyber Security, Data Visualization",1056,100.0,50,1
STU_03634,Cyber Security,1139,100.0,59,1
STU_03635,"Artificial Intelligence, Cyber Security, Blockchain",930,90.3,34,1
STU_03636,"Data Visualization, Blockchain, Cloud Computing",274,61.6,10,1
STU_03637,"Machine Learning, Data Science, Artificial Intelligence",1423,85.7,85,1
STU_03638,"Cyber Security, Web Development, Cloud Computing",157,72.3,8,0
STU_03639,"Deep Learning, Data Visualization, Machine Learning",1714,89.2,78,1
STU_03640,"Web Development, Cloud Computing",1240,94.0,43,1
STU_03641,"Web Development, Cyber Security, Python Programming, Blockchain",1290,62.6,49,1
STU_03642,"Data Science, Data Visualization, Web Development, Python Programming, Machine Learning",1637,100.0,39,1
STU_03643,"Blockchain, Data Science, Machine Learning",474,54.7,1,0
STU_03644,Data Science,1552,99.8,34,1
STU_03645,"Cloud Computing, Machine Learning, Blockchain, Cyber Security",187,35.7,12,0
STU_03646,"Web Development, Blockchain, Cyber Security, Machine Learning, Python Programming",172,74.2,17,0
STU_03647,"Python Programming, Blockchain, Cloud Computing",1271,80.7,69,1
STU_03648,"Machine Learning, Blockchain, Data Visualization, Data Science",457,65.0,13,0
STU_03649,"Machine Learning, Cyber Security, Deep Learning, Cloud Computing",1208,86.6,43,1
STU_03650,"Web Development, Cyber Security, Deep Learning, Machine Learning",153,56.9,8,0
STU_03651,"Python Programming, Cloud Computing, Web Development",955,82.3,31,1
STU_03652,"Machine Learning, Data Science",1547,92.6,74,1
STU_03653,"Machine Learning, Cloud Computing",798,93.3,35,0
STU_03654,"Machine Learning, Data Science",1408,92.1,59,1
STU_03655,"Web Development, Cloud Computing",992,96.1,32,1
STU_03656,"Data Visualization, Blockchain, Data Science",1305,84.5,41,1
STU_03657,Web Development,431,76.9,36,1
STU_03658,"Cyber Security, Python Programming",289,44.9,16,0
STU_03659,"Artificial Intelligence, Machine Learning, Cloud Computing",867,66.2,54,0
STU_03660,Web Development,1225,85.9,39,1
STU_03661,"Python Programming, Cyber Security, Artificial Intelligence, Machine Learning",1197,87.8,77,1
STU_03662,"Blockchain, Web Development, Artificial Intelligence",228,68.5,11,0
STU_03663,"Machine Learning, Cyber Security, Data Visualization",10,51.1,6,0
STU_03664,"Web Development, Data Visualization",1833,98.2,44,1
STU_03665,"Web Development, Data Visualization",10,59.7,5,0
STU_03666,"Cloud Computing, Data Visualization, Python Programming, Data Science, Artificial Intelligence",1589,74.6,33,1
STU_03667,"Cyber Security, Python Programming, Data Science",1075,89.5,40,1
STU_03668,"Data Science, Web Development, Deep Learning, Cloud Computing",1243,55.5,37,1
STU_03669,"Blockchain, Web Development, Data Science, Python Programming, Cloud Computing",1205,74.2,67,1
STU_03670,"Artificial Intelligence, Cloud Computing, Data Visualization",2088,78.7,50,1
STU_03671,"Web Development, Python Programming, Data Visualization",572,65.2,11,0
STU_03672,"Cyber Security, Data Science",983,100.0,45,1
STU_03673,"Cyber Security, Machine Learning, Data Visualization",334,40.6,12,0
STU_03674,"Machine Learning, Cloud Computing, Web Development",418,40.3,4,0
STU_03675,"Web Development, Artificial Intelligence, Deep Learning, Cyber Security",1032,83.2,30,1
STU_03676,"Artificial Intelligence, Data Visualization, Machine Learning",339,68.2,11,0
STU_03677,"Data Visualization, Python Programming, Deep Learning, Machine Learning",259,41.9,7,1
STU_03678,"Deep Learning, Blockchain, Machine Learning, Artificial Intelligence, Data Science",1628,89.3,35,1
STU_03679,"Data Science, Deep Learning, Cloud Computing, Data Visualization, Machine Learning",27,59.7,3,0
STU_03680,"Machine Learning, Data Visualization",111,63.9,2,0
STU_03681,"Artificial Intelligence, Cloud Computing, Blockchain, Python Programming",917,79.2,52,1
STU_03682,"Machine Learning, Cyber Security, Blockchain, Deep Learning",404,51.6,8,0
STU_03683,"Cloud Computing, Blockchain, Python Programming",1076,100.0,26,1
STU_03684,"Python Programming, Data Visualization",1312,76.9,73,1
STU_03685,"Machine Learning, Cloud Computing, Web Development",607,79.2,33,1
STU_03686,Machine Learning,698,94.2,51,1
STU_03687,"Web Development, Data Science",1021,81.2,65,1
STU_03688,"Cloud Computing, Blockchain",975,66.7,69,1
STU_03689,Web Development,1562,75.9,31,1
STU_03690,"Web Development, Data Visualization",1281,96.2,52,1
STU_03691,"Cloud Computing, Blockchain",122,60.1,7,0
STU_03692,"Machine Learning, Deep Learning, Blockchain, Cloud Computing",510,67.7,12,0
STU_03693,"Python Programming, Machine Learning",419,62.8,8,0
STU_03694,"Web Development, Data Science, Python Programming",1248,81.9,44,1
STU_03695,"Deep Learning, Artificial Intelligence",209,50.0,3,0
STU_03696,"Deep Learning, Machine Learning",400,53.8,14,0
STU_03697,"Python Programming, Artificial Intelligence",1338,87.5,44,1
STU_03698,"Blockchain, Data Visualization, Artificial Intelligence",1072,95.8,34,1
STU_03699,"Data Science, Machine Learning, Cloud Computing, Web Development, Data Visualization",767,83.0,29,1
STU_03700,"Python Programming, Web Development",449,53.3,8,0
STU_03701,"Web Development, Cloud Computing, Data Science",288,39.2,15,1
STU_03702,"Cloud Computing, Data Science",356,46.6,13,1
STU_03703,"Data Visualization, Cloud Computing, Web Development",907,83.2,30,1
STU_03704,"Deep Learning, Data Visualization, Machine Learning",406,75.6,3,0
STU_03705,"Cloud Computing, Deep Learning, Machine Learning",10,39.8,17,0
STU_03706,"Deep Learning, Blockchain, Python Programming, Machine Learning",1096,84.2,48,1
STU_03707,"Deep Learning, Artificial Intelligence, Blockchain, Data Visualization, Cloud Computing",271,30.1,3,0
STU_03708,"Deep Learning, Cloud Computing, Data Visualization, Artificial Intelligence",797,77.6,79,1
STU_03709,Data Visualization,301,56.2,6,0
STU_03710,"Machine Learning, Data Visualization, Deep Learning",1691,77.1,37,1
STU_03711,"Python Programming, Web Development, Data Visualization",320,26.5,7,0
STU_03712,"Data Science, Web Development, Cloud Computing, Machine Learning, Artificial Intelligence",1167,90.4,69,1
STU_03713,"Cyber Security, Cloud Computing",1180,67.8,19,1
STU_03714,"Web Development, Machine Learning, Data Visualization, Python Programming",202,87.2,8,0
STU_03715,"Machine Learning, Web Development",10,60.4,17,1
STU_03716,"Blockchain, Cloud Computing, Data Visualization",1242,98.6,29,0
STU_03717,"Blockchain, Python Programming, Machine Learning, Artificial Intelligence",894,88.6,34,1
STU_03718,"Cyber Security, Web Development, Data Science, Machine Learning",1293,61.1,50,1
STU_03719,Web Development,1439,82.6,44,1
STU_03720,"Python Programming, Cloud Computing, Cyber Security, Machine Learning",1077,71.8,16,1
STU_03721,"Cloud Computing, Data Science, Data Visualization",110,52.9,10,0
STU_03722,"Data Science, Python Programming, Artificial Intelligence, Cloud Computing",267,52.3,8,0
STU_03723,"Cyber Security, Deep Learning, Machine Learning",208,67.3,10,0
STU_03724,"Data Visualization, Blockchain, Python Programming",1402,97.5,36,1
STU_03725,"Data Science, Deep Learning",1162,79.6,51,1
STU_03726,"Data Science, Machine Learning, Artificial Intelligence",1380,74.6,48,1
STU_03727,"Deep Learning, Cloud Computing, Python Programming, Cyber Security",1387,96.4,52,1
STU_03728,"Deep Learning, Cloud Computing, Cyber Security, Data Science",1188,72.1,66,1
STU_03729,"Machine Learning, Web Development, Data Science",632,98.5,33,1
STU_03730,"Cyber Security, Cloud Computing, Web Development",702,68.9,37,1
STU_03731,"Machine Learning, Cyber Security, Blockchain",973,85.5,57,1
STU_03732,"Artificial Intelligence, Web Development, Cloud Computing",1111,89.4,42,1
STU_03733,Data Science,1192,83.1,53,0
STU_03734,"Blockchain, Web Development, Data Visualization",559,81.8,61,1
STU_03735,"Cyber Security, Deep Learning",1030,86.8,49,0
STU_03736,"Machine Learning, Data Visualization",1711,71.7,47,1
STU_03737,"Cloud Computing, Deep Learning",273,76.1,12,0
STU_03738,"Artificial Intelligence, Deep Learning",983,83.5,70,1
STU_03739,"Web Development, Artificial Intelligence",368,66.6,18,0
STU_03740,"Cloud Computing, Python Programming, Blockchain",1302,93.0,58,1
STU_03741,"Machine Learning, Blockchain, Web Development",1346,95.7,34,1
STU_03742,"Cyber Security, Blockchain, Cloud Computing",472,81.3,54,0
STU_03743,"Data Visualization, Deep Learning",319,65.8,12,0
STU_03744,"Deep Learning, Cloud Computing, Blockchain, Artificial Intelligence, Python Programming",147,63.3,13,0
STU_03745,"Deep Learning, Machine Learning",1221,95.6,40,1
STU_03746,Cyber Security,1421,67.5,42,1
STU_03747,"Python Programming, Deep Learning, Artificial Intelligence",311,57.7,9,0
STU_03748,"Blockchain, Web Development, Cloud Computing",1497,89.9,56,1
STU_03749,"Web Development, Data Visualization, Data Science",1639,94.2,56,1
STU_03750,"Web Development, Python Programming, Cloud Computing, Data Science, Artificial Intelligence",1019,100.0,40,1
STU_03751,"Cyber Security, Machine Learning, Cloud Computing",1374,100.0,42,1
STU_03752,Cloud Computing,451,61.9,14,0
STU_03753,"Machine Learning, Blockchain, Data Visualization, Deep Learning",372,61.9,6,0
STU_03754,"Artificial Intelligence, Blockchain, Web Development",1320,83.2,59,1
STU_03755,"Artificial Intelligence, Web Development",954,83.9,33,1
STU_03756,"Machine Learning, Blockchain, Cyber Security",396,66.1,11,1
STU_03757,"Data Science, Artificial Intelligence, Web Development, Cloud Computing",1301,95.8,36,1
STU_03758,"Web Development, Blockchain, Artificial Intelligence",277,49.3,1,0
STU_03759,"Machine Learning, Python Programming, Data Science",10,40.7,6,1
STU_03760,Python Programming,101,56.0,12,0
STU_03761,Cyber Security,1397,64.4,37,1
STU_03762,"Python Programming, Blockchain, Cyber Security, Deep Learning, Artificial Intelligence, Machine Learning",1211,86.4,33,1
STU_03763,Artificial Intelligence,282,48.3,5,0
STU_03764,"Cloud Computing, Python Programming",1282,73.4,40,1
STU_03765,"Blockchain, Cloud Computing, Deep Learning",706,86.3,42,0
STU_03766,"Blockchain, Python Programming, Cyber Security, Data Science",940,93.2,53,1
STU_03767,"Blockchain, Data Science, Artificial Intelligence, Web Development",59,74.4,12,1
STU_03768,"Web Development, Deep Learning, Machine Learning, Python Programming, Data Visualization",157,81.4,8,0
STU_03769,"Python Programming, Cyber Security",616,70.2,10,1
STU_03770,"Data Science, Python Programming, Deep Learning",311,59.9,8,0
STU_03771,"Web Development, Data Visualization",1532,75.7,40,0
STU_03772,"Python Programming, Web Development",1162,75.7,62,1
STU_03773,"Data Visualization, Web Development, Cloud Computing",486,67.8,9,0
STU_03774,"Data Visualization, Deep Learning, Machine Learning",437,44.7,1,0
STU_03775,"Artificial Intelligence, Cloud Computing, Python Programming",1403,96.1,57,1
STU_03776,"Machine Learning, Data Visualization, Cloud Computing",1379,78.8,72,1
STU_03777,"Blockchain, Python Programming, Deep Learning, Data Visualization, Cloud Computing",789,88.2,60,1
STU_03778,"Cloud Computing, Blockchain, Data Science, Artificial Intelligence",869,77.1,23,1
STU_03779,"Web Development, Data Visualization, Data Science",419,49.6,6,0
STU_03780,Python Programming,924,99.5,28,1
STU_03781,"Blockchain, Web Development",1330,69.9,67,1
STU_03782,"Machine Learning, Cyber Security, Blockchain",1301,79.2,74,0
STU_03783,"Python Programming, Deep Learning, Data Visualization, Machine Learning",408,27.8,11,0
STU_03784,"Web Development, Cyber Security, Data Visualization",559,42.3,7,0
STU_03785,Data Science,565,65.3,15,0
STU_03786,Data Visualization,729,88.0,36,1
STU_03787,"Deep Learning, Cyber Security",1488,90.0,41,1
STU_03788,"Data Science, Data Visualization",342,68.1,13,1
STU_03789,"Blockchain, Python Programming, Deep Learning",1000,79.1,67,1
STU_03790,"Deep Learning, Web Development, Machine Learning",1371,88.1,36,1
STU_03791,"Cyber Security, Web Development",262,51.4,14,0
STU_03792,"Data Science, Cyber Security",48,69.6,3,0
STU_03793,Machine Learning,148,57.4,7,0
STU_03794,Blockchain,227,48.6,20,0
STU_03795,"Web Development, Data Visualization, Data Science, Artificial Intelligence",456,43.6,6,0
STU_03796,"Web Development, Cyber Security",50,76.7,11,0
STU_03797,"Cyber Security, Python Programming, Cloud Computing",933,85.3,29,1
STU_03798,"Data Science, Machine Learning",1324,97.6,53,1
STU_03799,"Cloud Computing, Deep Learning, Cyber Security",166,61.5,8,0
STU_03800,"Blockchain, Data Science, Python Programming",1163,84.5,31,1
STU_03801,"Deep Learning, Cyber Security, Python Programming, Web Development, Machine Learning",1019,85.7,13,0
STU_03802,"Data Visualization, Artificial Intelligence",954,89.7,59,1
STU_03803,Data Visualization,410,74.9,7,0
STU_03804,"Data Science, Artificial Intelligence, Web Development, Cyber Security",1071,100.0,30,1
STU_03805,"Data Science, Blockchain, Web Development",1151,100.0,31,1
STU_03806,"Cloud Computing, Python Programming, Blockchain, Cyber Security",783,70.3,42,1
STU_03807,"Blockchain, Data Science, Web Development, Deep Learning, Machine Learning",1056,78.8,60,0
STU_03808,"Data Visualization, Machine Learning",405,42.1,4,1
STU_03809,"Deep Learning, Python Programming, Cyber Security, Machine Learning",1523,91.9,10,1
STU_03810,"Python Programming, Machine Learning",302,61.8,9,0
STU_03811,"Python Programming, Data Science, Cyber Security",1049,72.3,78,1
STU_03812,"Machine Learning, Deep Learning",429,63.8,13,0
STU_03813,"Python Programming, Deep Learning, Artificial Intelligence",1330,91.1,31,1
STU_03814,"Web Development, Data Science, Artificial Intelligence, Python Programming",162,57.6,7,0
STU_03815,Data Visualization,833,85.1,23,1
STU_03816,Python Programming,1598,75.6,37,1
STU_03817,"Machine Learning, Blockchain, Cloud Computing, Cyber Security",856,72.6,51,1
STU_03818,"Artificial Intelligence, Data Science, Cyber Security",1501,90.0,47,1
STU_03819,"Artificial Intelligence, Data Visualization",562,69.4,7,0
STU_03820,"Cloud Computing, Cyber Security",1250,85.4,53,1
STU_03821,"Machine Learning, Blockchain",1244,100.0,33,1
STU_03822,"Artificial Intelligence, Cloud Computing, Machine Learning, Cyber Security, Deep Learning",1354,82.7,22,0
STU_03823,"Deep Learning, Machine Learning",54,75.3,15,0
STU_03824,Web Development,1058,88.3,65,1
STU_03825,"Machine Learning, Cyber Security, Cloud Computing, Web Development, Deep Learning",208,56.8,7,0
STU_03826,"Artificial Intelligence, Deep Learning, Data Science, Machine Learning",447,62.8,9,1
STU_03827,"Blockchain, Data Visualization, Python Programming, Deep Learning, Machine Learning",288,56.7,12,0
STU_03828,"Cloud Computing, Web Development, Artificial Intelligence, Blockchain, Data Science",1451,76.8,47,1
STU_03829,"Artificial Intelligence, Data Visualization, Cloud Computing",885,92.0,67,1
STU_03830,"Python Programming, Deep Learning, Machine Learning",710,75.4,40,1
STU_03831,"Cloud Computing, Python Programming, Data Visualization, Data Science",1432,93.6,30,1
STU_03832,"Machine Learning, Deep Learning, Data Visualization",630,37.8,8,0
STU_03833,"Python Programming, Web Development, Deep Learning, Data Visualization, Data Science, Machine Learning",1442,75.4,38,1
STU_03834,"Python Programming, Machine Learning",938,82.8,24,0
STU_03835,"Machine Learning, Web Development",1779,92.0,36,1
STU_03836,"Data Visualization, Machine Learning, Python Programming",204,54.0,1,0
STU_03837,Cyber Security,1339,97.2,40,0
STU_03838,"Data Science, Web Development, Python Programming, Artificial Intelligence",911,75.6,47,1
STU_03839,"Artificial Intelligence, Deep Learning",1233,68.8,41,1
STU_03840,"Machine Learning, Data Science",1553,86.6,57,1
STU_03841,"Data Science, Web Development, Cyber Security",1399,70.3,16,1
STU_03842,"Web Development, Deep Learning, Python Programming, Cyber Security, Machine Learning",1615,88.3,52,1
STU_03843,"Python Programming, Machine Learning, Deep Learning",99,52.6,15,0
STU_03844,"Data Science, Deep Learning",981,100.0,46,1
STU_03845,"Cloud Computing, Cyber Security, Deep Learning, Machine Learning",358,43.1,16,1
STU_03846,"Cyber Security, Machine Learning",971,98.0,54,1
STU_03847,"Data Science, Cyber Security, Python Programming",939,85.8,62,1
STU_03848,"Web Development, Deep Learning",523,80.6,62,1
STU_03849,"Machine Learning, Python Programming, Blockchain",783,79.6,36,1
STU_03850,"Web Development, Artificial Intelligence",1138,91.0,44,1
STU_03851,"Python Programming, Artificial Intelligence",1142,87.9,46,1
STU_03852,"Python Programming, Cloud Computing, Deep Learning, Machine Learning",92,25.2,7,0
STU_03853,"Python Programming, Blockchain, Cloud Computing",113,55.6,8,0
STU_03854,"Web Development, Machine Learning, Artificial Intelligence",1380,100.0,44,1
STU_03855,"Web Development, Data Science",1078,100.0,61,1
STU_03856,Artificial Intelligence,1140,52.5,76,1
